RefSeq_ID	Gene_Symbol	Chromosome	Start	End	Expression Breadth	RPKM	Housekeeping?	
NM_001040011	SWI5	chr9	131038425	131051268	30	18.1643	Yes	
NM_003810	TNFSF10	chr3	172223298	172241297	30	0.144516	Yes	
NM_020247	ADCK3	chr1	227127938	227175246	31	2.97724	Yes	
NM_000266	NDP	chrX	43808024	43832921	19	0.128684	No	
NM_001184808	CD99L2	chrX	149934809	150067289	30	38.0901	Yes	
NM_001267038	CENPK	chr5	64813593	64858995	29	0.929825	No	
NM_173854	SLC41A1	chr1	205758221	205782161	31	15.2757	Yes	
NM_018053	XKR8	chr1	28286504	28294604	31	4.14436	Yes	
NM_006842	SF3B2	chr11	65819816	65836382	31	46.0168	Yes	
NR_002824	HERC2P2	chr15	23282265	23378259	30	3.03455	Yes	
NM_001688	ATP5F1	chr1	111991743	112004525	31	41.2252	Yes	
NM_152899	IL4I1	chr19	50392913	50432796	28	0.115883	Yes	
NM_005032	PLS3	chrX	114795177	114885179	30	58.328	Yes	
NM_001242314	MAP3K13	chr3	185000729	185206882	31	9.52281	Yes	
NM_183241	C9orf142	chr9	139886870	139888428	31	15.9828	Yes	
NM_006828	ASCC3	chr6	100956608	101329224	31	26.6459	Yes	
NM_004370	COL12A1	chr6	75794042	75915623	27	349.321	No	
NM_153813	ZFPM1	chr16	88520014	88601574	28	0.990406	Yes	
NM_005854	RAMP2	chr17	40913212	40915060	24	1.98772	No	
NM_182491	ZFAND2A	chr7	1192543	1199855	31	16.9296	Yes	
NR_029417	SHMT2	chr12	57623356	57628718	31	103.954	Yes	
NM_012280	FTSJ1	chrX	48334549	48344752	31	17.2042	Yes	
NM_178026	GGT7	chr20	33432523	33460661	30	13.0124	Yes	
NM_000373	UMPS	chr3	124449213	124468119	31	3.15205	Yes	
NM_001253816	SLC52A2	chr8	145582217	145584948	31	19.392	Yes	
NM_001100621	C17orf80	chr17	71228776	71245095	31	9.56172	Yes	
NM_006305	ANP32A	chr15	69070875	69113261	31	24.1398	Yes	
NM_152482	C19orf25	chr19	1473200	1479228	31	7.21282	Yes	
NM_032207	C19orf44	chr19	16607205	16632163	31	1.54642	Yes	
NM_203351	MAP3K3	chr17	61699801	61773670	31	8.10456	Yes	
NM_012238	SIRT1	chr10	69644427	69678147	31	6.95991	Yes	
NM_001242875	ELP2	chr18	33709837	33754688	30	33.8347	Yes	
NM_001271006	STRA13	chr17	79976579	79980785	30	14.049	Yes	
NM_005780	LHFP	chr13	39917029	40177356	30	38.3649	Yes	
NM_002239	KCNJ3	chr2	155555093	155714864	22	5.81235	No	
NM_207585	IFNAR2	chr21	34602231	34636820	31	8.74683	Yes	
NM_001004301	ZNF813	chr19	53970989	53997546	30	0.638835	Yes	
NM_020856	TSHZ3	chr19	31765851	31840190	28	3.53769	No	
NM_014051	TMEM14A	chr6	52535884	52551385	31	23.9941	Yes	
NM_014616	ATP11B	chr3	182511291	182639421	31	15.2494	Yes	
NM_153695	ZNF367	chr9	99148225	99180669	31	0.661447	Yes	
NM_024759	NIPAL2	chr8	99204387	99306621	31	15.455	Yes	
NM_001042425	TFAP2A	chr6	10396916	10419797	27	12.9564	No	
NM_019023	PRMT7	chr16	68344877	68391169	30	6.67406	Yes	
NM_198887	NUP43	chr6	150045457	150067688	31	7.0479	Yes	
NM_017793	RPP25	chr15	75247443	75249775	30	0.76074	Yes	
NM_005893	CCIN	chr9	36169389	36171331	21	0.266099	No	
NR_038967	LOC100630923	chr7	102004308	102067129	31	2.36236	Yes	
NM_153045	C9orf91	chr9	117373706	117408703	31	5.18252	Yes	
NM_001256422	AGPAT9	chr4	84457067	84527027	29	0.19059	No	
NR_036641	PDGFC	chr4	157682763	157892546	30	32.5954	Yes	
NM_018060	IARS2	chr1	220267455	220321383	31	39.842	Yes	
NM_020978	AMY2B	chr1	104097322	104122149	29	0.468605	Yes	
NM_001170635	LPPR2	chr19	11466062	11476374	30	19.7706	Yes	
NM_021733	TSKS	chr19	50243011	50266515	24	0.143889	No	
NM_014730	MLEC	chr12	121124949	121139667	31	39.5351	Yes	
NM_001218	CA12	chr15	63615730	63674075	27	2.59971	No	
NM_001251962	ARHGEF26	chr3	153838792	153975616	28	0.0471004	No	
NM_024065	PDCL3	chr2	101179418	101193201	30	10.0943	Yes	
NM_001270768	STRIP1	chr1	110574199	110597263	31	12.1697	Yes	
NR_046216	MGC27345	chr7	127937738	127947816	31	0.468607	Yes	
NM_206895	C2orf82	chr2	233734994	233741107	21	0.886451	No	
NM_148906	OSBPL9	chr1	52082546	52254891	31	34.7862	Yes	
NM_001099286	MTFR2	chr6	136552168	136571449	30	0.355684	No	
NM_203309	HEATR4	chr14	73945189	74025651	28	0.141597	No	
NM_006109	PRMT5	chr14	23389733	23398661	31	21.2172	Yes	
NM_001018	RPS15	chr19	1438363	1440492	31	331.837	Yes	
NR_027116	LOC285768	chr6	961241	1101567	12	0.228065	No	
NM_001193431	PTPN22	chr1	114356433	114414375	30	0.0705596	Yes	
NM_145166	ZBTB47	chr3	42695176	42709072	31	12.4348	Yes	
NM_004414	RCAN1	chr21	35888784	35987382	30	61.2508	Yes	
NM_025015	HSPA12A	chr10	118430703	118502085	26	1.80303	No	
NM_018571	STRADB	chr2	202316392	202345574	31	8.94999	Yes	
NM_016619	PLAC8	chr4	84011211	84035911	29	8.05712	No	
NM_001199782	POC1B-GALNT4	chr12	89913190	89920039	31	0.135361	Yes	
NM_001099667	ARMS2	chr10	124214179	124216868	15	0.766127	No	
NM_005270	GLI2	chr2	121554867	121750229	24	4.89887	No	
NM_001142318	TXNL4B	chr16	72118756	72128215	31	3.70424	Yes	
NM_147190	CERS5	chr12	50523581	50561097	30	30.6014	Yes	
NM_014488	RAB30	chr11	82692478	82782884	29	5.6271	No	
NM_015150	RFTN1	chr3	16357352	16555222	30	26.0482	Yes	
NM_001002837	INPP5J	chr22	31518961	31530683	26	0.683526	No	
NM_001201575	CTSL2	chr9	99791959	99801925	27	0.0561577	No	
NM_002631	PGD	chr1	10459085	10480201	31	51.001	Yes	
NM_003970	MYOM2	chr8	1993158	2093380	29	0.0481328	Yes	
NM_145020	CCDC11	chr18	47753563	47792865	27	0.428469	No	
NM_005483	CHAF1A	chr19	4402660	4443394	31	2.43241	Yes	
NM_023078	PYCRL	chr8	144686083	144691784	29	2.15101	Yes	
NM_012287	ACAP2	chr3	194995465	195163817	31	11.6584	Yes	
NM_002784	PSG9	chr19	43757435	43773682	5	4.15917	No	
NM_015654	NAT9	chr17	72766686	72772470	30	15.0926	Yes	
NM_001025579	NDEL1	chr17	8339170	8371495	31	28.3563	Yes	
NM_145294	WDR90	chr16	699363	717829	31	1.21388	Yes	
NR_026999	LINC00265	chr7	39773167	39834222	29	0.625336	Yes	
NM_001145536	C17orf107	chr17	4802948	4806227	28	1.92946	No	
NM_015348	TMEM131	chr2	98372801	98612354	31	11.6801	Yes	
NM_023016	SOWAHC	chr2	110371911	110376564	30	11.4907	No	
NM_021999	ITM2B	chr13	48807274	48836232	31	230.826	Yes	
NM_130850	BMP4	chr14	54416455	54423554	27	8.25224	No	
NM_001170464	CDK17	chr12	96672039	96794366	31	8.25298	Yes	
NM_018207	TRIM62	chr1	33611003	33647671	30	2.09935	Yes	
NR_028272	NEAT1	chr11	65190269	65194003	31	122.338	Yes	
NM_002154	HSPA4	chr5	132387662	132440709	31	36.2227	Yes	
NR_024490	GABPB1-AS1	chr15	50646371	50650503	30	1.76667	Yes	
NM_020177	FEM1C	chr5	114856608	114880591	31	5.23883	Yes	
NR_037719	C17orf61-PLSCR3	chr17	7293047	7307450	31	10.8641	Yes	
NM_001260	CDK8	chr13	26828756	26978569	31	8.42701	Yes	
NM_001135648	PTPRK	chr6	128289924	128841870	29	46.4087	No	
NM_015407	ABHD14A	chr3	52009042	52015216	31	5.94575	Yes	
NM_016161	A4GNT	chr3	137842560	137851229	16	0.442961	No	
NR_036439	CDADC1	chr13	49822047	49867622	31	2.19973	Yes	
NR_048553	C11orf80	chr11	66512207	66610987	30	1.0919	Yes	
NM_004995	MMP14	chr14	23305793	23316803	31	159.478	Yes	
NM_002440	MSH4	chr1	76262556	76378923	21	0.225878	No	
NM_001031711	ERGIC1	chr5	172261223	172379688	31	88.7555	Yes	
NM_033390	ZC3H12C	chr11	109964087	110042566	30	0.80684	Yes	
NM_001008388	CISD2	chr4	103790135	103813963	31	1.99356	Yes	
NM_016361	ACP6	chr1	147119168	147142634	31	5.19292	Yes	
NM_012413	QPCT	chr2	37571753	37600465	29	3.08703	No	
NM_018226	RNPEPL1	chr2	241508004	241518149	31	11.5934	Yes	
NM_001261400	PSMD9	chr12	122326637	122355771	31	16.696	Yes	
NM_001080493	ZNF823	chr19	11832080	11849760	28	1.16162	No	
NM_021821	MRPS35	chr12	27863706	27909237	31	28.2186	Yes	
NM_006390	IPO8	chr12	30781915	30848929	31	11.5756	Yes	
NR_036538	LOC646903	chr3	149689066	149691029	25	0.262924	No	
NM_001170543	PGAM5	chr12	133287393	133299323	31	5.37046	Yes	
NM_001546	ID4	chr6	19837601	19842431	23	3.84364	No	
NM_001040147	SERPINB7	chr18	61420281	61472610	20	74.4968	No	
NM_001102399	HNRNPR	chr1	23636276	23670853	31	46.8257	Yes	
NM_005746	NAMPT	chr7	105888732	105925638	31	11.1009	Yes	
NM_004045	ATOX1	chr5	151122383	151138210	30	85.2396	Yes	
NM_001101338	ZNF883	chr9	115759400	115774472	31	3.19136	Yes	
NR_046793	RPS6KA2-IT1	chr6	166874151	166878871	11	0.616979	No	
NM_001145514	SCRN1	chr7	29959719	30029905	31	58.0672	Yes	
NM_004300	ACP1	chr2	264869	278282	31	41.8643	Yes	
NM_001039886	ZNF808	chr19	53030909	53059303	29	0.819156	No	
NM_080821	FAM210B	chr20	54933983	54943718	30	32.1421	Yes	
NR_024113	C1orf52	chr1	85715637	85725355	31	7.17505	Yes	
NM_017850	C1orf109	chr1	38147242	38156192	30	6.56151	Yes	
NM_001616	ACVR2A	chr2	148602570	148688393	31	2.43311	Yes	
NM_001243242	ZSCAN31	chr6	28292515	28304152	30	0.24398	Yes	
NM_021648	TSPYL4	chr6	116571131	116575261	31	13.08	Yes	
NM_001126121	SLC25A19	chr17	73269061	73285530	31	3.52739	Yes	
NM_006042	HS3ST3A1	chr17	13399006	13505244	23	1.89243	No	
NR_038351	ENO1-AS1	chr1	8938894	8939943	20	0.956045	No	
NM_020673	RAB22A	chr20	56884771	56942563	31	5.56045	Yes	
NR_038391	ANAPC16	chr10	73975758	73995618	31	20.3069	Yes	
NM_014415	ZBTB11	chr3	101368283	101395988	31	4.56629	Yes	
NM_031442	TMEM47	chrX	34645181	34675405	25	63.9435	No	
NM_001270447	ACADVL	chr17	7120444	7128586	31	90.3069	Yes	
NM_001202473	ZNF816-ZNF321P	chr19	53430388	53466164	27	1.65237e-95	No	
NM_016332	MSRB1	chr16	1988234	1993294	31	16.1145	Yes	
NM_023929	ZBTB10	chr8	81398448	81434610	29	2.09372	Yes	
NM_001204406	ALOX5AP	chr13	31287615	31338565	28	0.988764	No	
NM_004577	PSPH	chr7	56078744	56119268	30	14.6271	Yes	
NM_001013698	C12orf69	chr12	14957584	14967116	25	0.974205	No	
NM_019014	POLR1B	chr2	113299492	113334727	31	4.26744	Yes	
NM_003811	TNFSF9	chr19	6531010	6535939	31	0.316733	Yes	
NM_016093	RPL26L1	chr5	172386439	172396774	31	26.0633	Yes	
NM_022840	METTL4	chr18	2537524	2571489	30	3.80067	Yes	
NM_003747	TNKS	chr8	9413445	9639856	31	7.95466	Yes	
NM_016035	COQ4	chr9	131084791	131096351	30	5.41223	Yes	
NM_006817	ERP29	chr12	112451152	112461024	31	105.539	Yes	
NR_002822	MGC72080	chr7	97595908	97601638	31	8.89881	Yes	
NM_007195	POLI	chr18	51795849	51824604	31	6.32387	Yes	
NM_006895	HNMT	chr2	138721808	138773934	30	6.83852	Yes	
NM_006502	POLH	chr6	43543878	43588260	31	5.32771	Yes	
NM_001265595	PFDN6	chr6	33257374	33258711	30	19.0123	Yes	
NM_032506	KIAA1841	chr2	61293006	61365169	30	1.42889	Yes	
NM_018699	PRDM5	chr4	121615929	121844013	27	2.74477	No	
NM_003342	UBE2G1	chr17	4172512	4269969	31	14.7354	Yes	
NM_001199056	CDIP1	chr16	4560677	4588816	30	10.964	Yes	
NR_015389	LINC00667	chr18	5238099	5246505	31	7.84944	Yes	
NM_018968	SNTG2	chr2	946554	1371384	21	0.41243	No	
NM_013334	GMPPB	chr3	49758932	49761384	30	7.16114	Yes	
NM_194312	ESPNL	chr2	239008951	239041928	23	1.75636	No	
NR_026855	DKFZP686I15217	chr6	2988201	2991405	29	0.675062	Yes	
NM_183412	FBXO44	chr1	11714432	11723384	31	7.25065	Yes	
NM_133645	MTO1	chr6	74171454	74211179	31	6.76564	Yes	
NM_001037494	DYNLL1	chr12	120907660	120936298	31	246.806	Yes	
NM_001025109	CD34	chr1	208059883	208084683	25	1.24704	No	
NM_021229	NTN4	chr12	96051583	96184536	28	116.874	No	
NM_003128	SPTBN1	chr2	54683454	54898583	31	23.9303	Yes	
NM_030803	ATG16L1	chr2	234160217	234204320	31	10.0493	Yes	
NM_004369	COL6A3	chr2	238232655	238322850	28	500.515	No	
NM_018078	LARP1B	chr4	128982503	129132289	30	4.50008	Yes	
NM_198686	RAB15	chr14	65412532	65438875	30	3.41217	Yes	
NM_001122839	SLC50A1	chr1	155108288	155111334	30	15.8447	Yes	
NR_037875	LOC728730	chr2	39664557	39828484	29	2.40077	Yes	
NM_032593	HINT2	chr9	35812957	35815042	31	18.0757	Yes	
NM_002538	OCLN	chr5	68788119	68853931	29	0.115609	No	
NR_026722	SARNP	chr12	56146247	56211540	31	50.8495	Yes	
NM_000998	RPL37A	chr2	217363520	217366188	31	2221.54	Yes	
NM_145023	CCDC7	chr10	32735041	32863492	29	0.268725	Yes	
NM_004445	EPHB6	chr7	142552792	142568847	30	0.482156	Yes	
NM_002827	PTPN1	chr20	49126891	49201086	31	14.275	Yes	
NM_004337	OSGIN2	chr8	90914096	90940095	31	5.90743	Yes	
NM_001030	RPS27	chr1	153963239	153964631	31	2240.59	Yes	
NM_006216	SERPINE2	chr2	224839765	224904036	29	397.793	Yes	
NR_003228	AFG3L1P	chr16	90038988	90067195	31	2.00866	Yes	
NM_173794	FUNDC1	chrX	44382885	44402221	31	8.14353	Yes	
NM_020820	PREX1	chr20	47240793	47444420	30	0.215935	Yes	
NR_026963	TTC28-AS1	chr22	28315364	28398667	30	1.50958	Yes	
NM_001164213	LRCH1	chr13	47127296	47327175	31	4.51162	Yes	
NM_005257	GATA6	chr18	19749404	19782491	27	2.14115	No	
NM_015952	RWDD1	chr6	116892583	116914436	31	64.3472	Yes	
NM_020154	EMC7	chr15	34376224	34394053	31	80.9392	Yes	
NM_000951	PRRG2	chr19	50084587	50094265	30	0.389189	Yes	
NM_001199562	PLA2G6	chr22	38507502	38577836	30	1.81018	Yes	
NM_001270	CHD1	chr5	98190908	98262238	31	5.66133	Yes	
NM_080874	ASB5	chr4	177134826	177190373	19	7.78072	No	
NM_004529	MLLT3	chr9	20344968	20622514	30	10.2992	Yes	
NM_152233	SNX6	chr14	35030618	35099366	31	42.9378	Yes	
NM_001123377	PARK7	chr1	8021714	8045342	30	162.08	Yes	
NM_032574	DPY30	chr2	32248972	32264844	31	27.1743	Yes	
NM_002217	ITIH3	chr3	52828784	52843025	26	0.980053	No	
NM_002148	HOXD10	chr2	176981492	176984670	13	10.8456	No	
NM_018343	RIOK2	chr5	96496571	96519005	30	10.7404	Yes	
NM_020733	HEG1	chr3	124684554	124774802	31	52.7003	Yes	
NM_022835	PLEKHG2	chr19	39903750	39919055	31	5.96955	Yes	
NM_001243756	PXN	chr12	120648242	120703574	31	40.6455	Yes	
NM_001206647	AKIP1	chr11	8932701	8941626	30	18.6563	Yes	
NM_005902	SMAD3	chr15	67358195	67487533	31	12.8953	Yes	
NM_152268	PARS2	chr1	55222571	55230226	30	2.33282	Yes	
NM_152269	C12orf65	chr12	123717844	123742506	31	6.92153	Yes	
NM_032350	C7orf50	chr7	1036623	1177893	31	30.774	Yes	
NM_003246	THBS1	chr15	39873280	39889668	31	2856.4	Yes	
NM_014714	IFT140	chr16	1560428	1662109	31	5.02591	Yes	
NM_001159508	IVD	chr15	40697686	40713512	31	12.8109	Yes	
NM_007065	CDC37	chr19	10501809	10514271	31	84.2217	Yes	
NM_017728	TMEM104	chr17	72772622	72835922	31	3.86897	Yes	
NR_027941	COX11	chr17	53029259	53046064	31	14.3412	Yes	
NM_152495	CNIH3	chr1	224804179	224928249	28	0.533611	No	
NM_001007169	ZNF483	chr9	114287447	114340124	29	0.104176	No	
NM_014810	CEP350	chr1	179923908	180084015	31	5.09821	Yes	
NM_198889	ANKRD17	chr4	73940502	74124502	31	14.2886	Yes	
NM_130901	OTUD7A	chr15	31775329	31947542	26	0.0815272	No	
NM_001199551	CIDEC	chr3	9908394	9921938	22	0.465924	No	
NM_005262	GFER	chr16	2034150	2037750	30	3.98739	Yes	
NM_001864	COX7A1	chr19	36641824	36643771	25	30.6835	No	
NM_152451	MYZAP	chr15	57884102	57977562	28	0.9869	No	
NM_152592	SYNE3	chr14	95883831	95942173	29	0.979441	No	
NM_032177	PHAX	chr5	125936607	125962944	31	13.5984	Yes	
NM_148918	SHMT1	chr17	18231187	18266856	31	0.315795	Yes	
NM_001345	DGKA	chr12	56324946	56347807	31	16.0749	Yes	
NM_138554	TLR4	chr9	120466453	120479769	28	5.11712	No	
NM_001014443	USP21	chr1	161129254	161135516	31	8.31733	Yes	
NM_004879	EI24	chr11	125439298	125454575	31	50.8415	Yes	
NM_004725	BUB3	chr10	124913760	124924886	31	35.3301	Yes	
NM_001161619	DUS3L	chr19	5785153	5791249	31	2.3503	Yes	
NR_024360	ZFHX4-AS1	chr8	77523114	77595510	15	0.307269	No	
NM_024654	NOL9	chr1	6581407	6614658	31	1.35099	Yes	
NM_018667	SMPD3	chr16	68392230	68482409	28	0.182724	No	
NR_027107	MGC45800	chr4	183060159	183065668	22	0.341045	No	
NR_037775	MIA-RAB4B	chr19	41281442	41302849	30	2.80495e-27	Yes	
NR_002436	SNORA33	chr6	133138358	133138490	17	38.1768	No	
NM_022476	AKTIP	chr16	53525192	53537170	31	7.56123	Yes	
NM_001099289	SH3RF3	chr2	109745997	110262207	30	4.79533	Yes	
NM_020451	SEPN1	chr1	26126667	26144713	31	28.1122	Yes	
NM_000713	BLVRB	chr19	40953691	40971725	30	29.8085	Yes	
NR_039849	MIR4700	chr12	121160996	121161069	8	0.00063465	No	
NM_004544	NDUFA10	chr2	240896789	240964819	30	11.0015	Yes	
NM_181335	ARHGAP8	chr22	45148438	45258664	29	0.349506	No	
NM_152734	C6orf89	chr6	36853640	36896740	31	27.4243	Yes	
NM_001080431	SLC45A4	chr8	142220870	142238673	31	0.583542	Yes	
NM_176782	FAM151A	chr1	55074850	55089200	28	0.260409	No	
NM_001170766	LCOR	chr10	98592017	98724198	31	1.95237	Yes	
NM_001177880	SYT12	chr11	66790190	66818334	24	0.139928	No	
NM_003764	STX11	chr6	144471654	144513076	30	0.0436556	No	
NM_001267045	PSME3	chr17	40985159	40995777	31	27.9825	Yes	
NM_006421	ARFGEF1	chr8	68109884	68255912	31	11.7978	Yes	
NM_001270472	MCM3	chr6	52128812	52149679	31	7.77923	Yes	
NM_080832	PABPC5	chrX	90689597	90693583	22	0.49942	No	
NM_138813	ATP8B3	chr19	1782074	1812275	28	0.337419	No	
NM_017510	TMED9	chr5	177019213	177023099	31	149.838	Yes	
NM_203506	GRB2	chr17	73314157	73401790	31	28.8938	Yes	
NM_001254943	CCDC88A	chr2	55514978	55647057	31	4.95399	Yes	
NM_173653	SLC9A9	chr3	142984064	143567373	30	1.01391	Yes	
NR_072999	JAM2	chr21	27011594	27089874	27	6.89136	No	
NM_001042473	ACBD5	chr10	27484143	27531068	31	9.04857	Yes	
NM_025072	PTGES2	chr9	130882972	130890741	31	12.6886	Yes	
NM_013326	C18orf8	chr18	21083434	21111771	31	9.72641	Yes	
NM_032849	MEDAG	chr13	31480312	31499709	23	0.31753	No	
NM_001190723	LRSAM1	chr9	130213765	130265780	31	5.28769	Yes	
NM_170606	MLL3	chr7	151832010	152133090	31	3.08352	Yes	
NM_001122834	HHAT	chr1	210501596	210849638	30	3.67369	Yes	
NM_016223	PACSIN3	chr11	47199073	47208010	30	10.403	No	
NM_031461	CRISPLD1	chr8	75896708	75946793	26	0.0560908	No	
NM_001398	ECH1	chr19	39306062	39322497	31	39.1083	Yes	
NM_006703	NUDT3	chr6	34254973	34360457	31	8.24045	Yes	
NM_052865	MGME1	chr20	17949762	17971762	31	6.13627	Yes	
NM_000552	VWF	chr12	6058040	6233836	29	0.241323	No	
NM_018189	DPPA4	chr3	109044988	109056419	14	0.442736	No	
NM_012106	ARL2BP	chr16	57279038	57287545	31	44.5419	Yes	
NM_025204	TRABD	chr22	50624360	50638027	31	11.618	Yes	
NM_014577	BRD1	chr22	50166937	50218452	31	7.56538	Yes	
NM_173082	SHPRH	chr6	146205945	146285233	31	3.06586	Yes	
NM_013364	PNMA3	chrX	152224766	152228827	26	0.260924	No	
NM_207514	DEF8	chr16	90015139	90034468	31	26.1007	Yes	
NM_006954	ZNF33A	chr10	38299578	38348995	31	4.06675	Yes	
NM_001198868	CAPN1	chr11	64948686	64979477	31	31.979	Yes	
NM_001013635	C12orf68	chr12	48577366	48579709	27	0.432474	No	
NM_177536	SULT1A1	chr16	28616908	28634907	29	0.223325	No	
NM_001174152	RABEPK	chr9	127962821	127996438	30	13.2264	Yes	
NR_003699	ZNF525	chr19	53868968	53889841	31	1.1392	Yes	
NR_072982	FLJ35390	chr7	44078648	44083895	28	1.12676	Yes	
NM_001005413	ZWINT	chr10	58117199	58121034	30	3.87088	No	
NM_001098479	HLA-F	chr6	29691117	29695073	29	1.71387	Yes	
NM_005447	RASSF9	chr12	86198331	86230318	21	0.145335	No	
NR_047566	CARD14	chr17	78143791	78183130	27	0.116667	No	
NM_005864	EFS	chr14	23825611	23834842	25	3.09664	No	
NM_006820	IFI44L	chr1	79086088	79111830	29	4.7744	Yes	
NM_017914	C19orf24	chr19	1275520	1279243	31	17.0766	Yes	
NM_002778	PSAP	chr10	73576055	73611082	31	533.102	Yes	
NM_032431	SYVN1	chr11	64894751	64902003	31	14.4739	Yes	
NM_002061	GCLM	chr1	94352590	94375012	31	14.2694	Yes	
NM_002098	GUCA1B	chr6	42151022	42162694	28	0.223982	No	
NM_015227	POFUT2	chr21	46683843	46707811	30	31.6382	Yes	
NM_001699	AXL	chr19	41725108	41767671	30	74.9608	Yes	
NM_198185	OVCH2	chr11	7710669	7727941	14	0.821444	No	
NM_001039362	ATP6V1C2	chr2	10861775	10925236	30	0.319355	Yes	
NM_012095	AP3M1	chr10	75880015	75910826	31	15.535	Yes	
NM_015465	GEMIN5	chr5	154266976	154317776	31	4.04906	Yes	
NR_031706	MIR1306	chr22	20073581	20073665	7	11.2335	No	
NM_001137559	ANAPC5	chr12	121746048	121792012	31	35.4462	Yes	
NM_032429	LZTS2	chr10	102756864	102767593	31	31.0657	Yes	
NM_002840	PTPRF	chr1	43996547	44089343	31	25.4136	Yes	
NM_000245	MET	chr7	116312459	116438440	30	19.3233	No	
NM_144600	FOPNL	chr16	15959577	15982447	30	19.2246	Yes	
NM_001010986	ATP11C	chrX	138808505	138914447	31	5.57625	Yes	
NM_032271	TRAF7	chr16	2205799	2228130	31	18.5073	Yes	
NM_001267594	SENP1	chr12	48436681	48500091	31	4.54442	Yes	
NM_022746	MARC1	chr1	220960039	220987741	30	0.680845	Yes	
NM_005160	ADRBK2	chr22	25960861	26125258	31	0.522822	Yes	
NM_144680	ZNF18	chr17	11880762	11900689	31	3.06934	Yes	
NM_033318	C22orf32	chr22	42475695	42480288	31	7.78578	Yes	
NM_020425	SMIM8	chr6	88032306	88052043	30	1.88533	Yes	
NR_027789	ZNF767	chr7	149244245	149321881	30	5.97913	Yes	
NM_007010	DDX52	chr17	35972363	36003493	30	8.69732	Yes	
NM_014255	CNPY2	chr12	56704213	56710128	31	49.7345	Yes	
NM_014757	MAML1	chr5	179159851	179204287	31	7.50427	Yes	
NM_022750	PARP12	chr7	139723549	139763521	30	4.45075	Yes	
NM_058163	TSR2	chrX	54466853	54471731	31	16.4971	Yes	
NM_032890	DISP1	chr1	222988431	223179337	31	1.86276	Yes	
NM_153367	ZCCHC24	chr10	81142083	81205383	31	25.5506	Yes	
NM_030630	HID1	chr17	72946839	72968900	28	0.073733	No	
NM_147157	SIGMAR1	chr9	34634719	34637768	31	35.878	Yes	
NM_004747	DLG5	chr10	79550549	79686348	31	14.2164	Yes	
NM_021197	WFDC1	chr16	84328401	84363450	25	36.657	No	
NM_019044	CCDC93	chr2	118673054	118771739	31	9.42701	Yes	
NM_001267723	CCDC61	chr19	46498719	46521874	29	2.14367	Yes	
NM_145111	FAM200A	chr7	99143923	99149757	30	3.24167	No	
NM_004892	SEC22B	chr1	145096407	145116997	30	97.7032	Yes	
NM_021052	HIST1H2AE	chr6	26217148	26217711	28	0.642686	No	
NM_000730	CCKAR	chr4	26483018	26492042	8	0.31309	No	
NM_007202	AKAP10	chr17	19807765	19881169	31	9.8444	Yes	
NM_006262	PRPH	chr12	49688909	49692481	20	0.142034	No	
NM_006108	SPON1	chr11	13984184	14289679	26	0.281421	No	
NM_178526	SLC25A42	chr19	19174803	19223841	30	3.17054	Yes	
NM_181644	MFSD4	chr1	205538112	205572046	29	0.119142	Yes	
NM_003872	NRP2	chr2	206547224	206662857	29	7.42694	No	
NM_031850	AGTR1	chr3	148415658	148460790	20	0.342601	No	
NM_001077427	LYPD1	chr2	133402337	133429070	24	0.914531	No	
NM_152574	TTC39B	chr9	15170842	15307358	29	4.34013	Yes	
NM_052820	CORO2A	chr9	100883257	100954956	31	0.306223	Yes	
NM_001251	CD68	chr17	7482805	7485429	30	19.0098	Yes	
NM_018180	DHX32	chr10	127524909	127569884	30	16.3883	Yes	
NM_001042402	NAAA	chr4	76831808	76862166	31	5.22373	Yes	
NM_004814	SNRNP40	chr1	31732415	31769644	31	13.198	Yes	
NM_001024843	TNRC6B	chr22	40440821	40731812	31	1.33569	Yes	
NM_007105	SLC22A18AS	chr11	2909327	2925175	24	0.172281	No	
NM_001159642	BNIPL	chr1	151009029	151020076	28	0.209578	No	
NM_054012	ASS1	chr9	133320094	133376661	29	207.287	No	
NM_001127325	MAD2L2	chr1	11734537	11751678	31	15.6777	Yes	
NM_006129	BMP1	chr8	22022653	22069840	30	36.0267	Yes	
NM_012089	ABCB10	chr1	229652329	229694442	30	8.42398	Yes	
NM_001164094	COPS7A	chr12	6833150	6841041	31	39.2777	Yes	
NM_001048209	NTM	chr11	131240371	132206716	22	2.04303	No	
NM_001199817	GGCT	chr7	30536237	30544457	30	12.3779	Yes	
NM_001111018	NAV2	chr11	19372271	20143147	30	3.17144	No	
NM_005567	LGALS3BP	chr17	76967335	76976061	30	41.7508	Yes	
NM_198337	INSIG1	chr7	155089486	155101945	30	3.29828	Yes	
NR_036490	LOC284648	chr1	182584275	182585764	23	0.179917	No	
NM_032048	EMILIN2	chr18	2847028	2914090	28	2.85798	Yes	
NR_036573	LOC155060	chr7	148982372	148994403	31	4.62748	Yes	
NM_017655	GIPC2	chr1	78511589	78603112	27	0.0883444	No	
NM_001013625	C1orf192	chr1	161334521	161337673	28	1.59841	No	
NM_005795	CALCRL	chr2	188206690	188313021	30	0.839761	Yes	
NM_001145354	MKLN1	chr7	130794855	131181398	31	8.23347	Yes	
NM_003174	SVIL	chr10	29746277	30024730	31	3.32406	Yes	
NM_030807	SLC2A11	chr22	24199059	24227725	30	4.19302	Yes	
